tweet,date
indeed question,2020-02-07
lowette pirate nice,2020-02-07
axiomatic basis computer programming c r hoare cacm october,2020-02-07
,2020-02-07
,2020-02-06
practice democracy therefore experience perceived principle face many challenge least based meagre tool disposal distinguish simply popularity contest,2020-02-06
great keynote,2020-02-06
conference,2020-02-06
,2020-02-06
cant quite get gilmouresque twotone bend toneandahalf within reach,2020-02-06
thanks,2020-02-06
great graphic recording mine frank buschmanns unreasonable architecture talk eu,2020-02-06
nice,2020-02-06
umm,2020-02-06
,2020-02-06
,2020-02-06
gallardo,2020-02-05
,2020-02-05
b ark,2020-02-05
entirely clear humanity would suffer private equity ceo lobbyist pr researcher actuary telemarketers bailiff legal consultant vanish many suspect might markedly improve,2020-02-05
likewise,2020-02-05
munich,2020-02-05
program model model within theory model abstraction portion world universe discourse,2020-02-05
,2020-02-05
likewise fact think twitting may prompted one rereads,2020-02-05
yes ive snuck one couple talk well,2020-02-05
youre ever mood another blastfromthepast,2020-02-05
one thing today yesterday morningpaper reminded meir lehmans paper program life cycle law software evolution classifies program p e e represents program embedded world become part system,2020-02-05
chill,2020-02-05
one premise many model fairness machine learning measure prove fairness machine learning model within system show machine learning model fair need information outside system,2020-02-05
russell amp whitehead published principia mathematica gdels incompleteness theorem shattered dream showing consistent axiomatic system always theorem cannot proven within system,2020-02-05
true,2020-02-05
stopped clock etc,2020-02-05
airport,2020-02-05
,2020-02-05
ballistic theory economics,2020-02-05
,2020-02-05
one thing english thats always guaranteed trip native nonnative speaker alike spelling relationship spelling pronunciation example tory brexit slogan unleash britain potential un prefix silent,2020-02-05
yup sense entitlement corresponding greed wealth power immune seems otherwise pandemic default,2020-02-05
phone tripod recording back room video get released ill rt,2020-02-05
,2020-02-05
add french keyboard xmas list,2020-02-04
,2020-02-04
baa eu,2020-02-04
merci vilmal,2020-02-04
kidding thanks,2020-02-04
airport thank,2020-02-04
,2020-02-04
landed zrh,2020-02-04
newsworthy,2020-02-04
eu mental physical health guidance,2020-02-04
taken individual individual likely there idleness abuse government favor among economically privileged among rank disadvantaged norman mailer,2020-02-04
blame poor subsisting welfare justice unless also willing judge every rich member society productive norman mailer,2020-02-04
,2020-02-04
,2020-02-04
cornell jhr likewise,2020-02-04
twitter like freebasing news,2020-02-03
fq fuckedness quotient particularly world given day,2020-02-03
fiber generally cooperative multitasking tool work well case poorly others example gave need add additional asynchrony preemption make effective,2020-02-03
yeah actor solve development concurrency problem,2020-02-03
,2020-02-03
doesnt sound historically accurate return value feature programming model language since programming language model eg lambda calculus,2020-02-03
additional question degree distinction made people living democracy,2020-02-03
nice,2020-02-03
accusation political correctness use mollified euphemistic language avoid offence someone excuse racistsexisthomophobicetc remark prefacing politically correct failure decency irony,2020-02-03
nice one,2020-02-03
,2020-02-02
example common problem typing text box used incremental searching entry stutter block incremental search algorithm blocking elementary application concurrency yet many site apps overlook,2020-02-02
software developer poor relationship concurrency often shove thread add complexity performance overlook case would make actual difference user,2020-02-02
,2020-02-02
colgate indeed doesnt basic functionality read need basic functionality met change made easierpossible readability readabilitycomprehensibility lacking need change made harder circumstance,2020-02-02
colgate smalltalk best practice pattern,2020-02-02
huh one reality plot twist reading something written haskell perspective end teaching javascript haskell,2020-02-02
,2020-02-01
donne accidentally prescient word choice,2020-02-01
,2020-02-01
wanderer erik wernquist,2020-02-01
man island entire every man piece continent part main clod washed away sea europe le man death diminishes involved mankind john donne,2020-02-01
gallardo,2020-02-01
,2020-01-31
,2020-01-31
blog post calendar system datetime handling new year happy new decade name date leap calculation,2020-01-31
gas,2020-01-31
stead,2020-01-31
,2020-01-31
stead funnily enough gwen bass mentioned son gearmusic,2020-01-31
youre welcome,2020-01-31
,2020-01-31
yes us posttruth number system real system,2020-01-31
ill,2020-01-31
,2020-01-31
,2020-01-31
sold,2020-01-31
podgorski,2020-01-31
cummins,2020-01-31
wanted go oldschool tweet sure idve eye space multiletter variable name,2020-01-30
longer decided cut fit slide rather change font size yes includes thing like would normally object,2020-01-30
indeed work art,2020-01-30
minimal groovy implementation fizzbuzz using lambda avoiding retesting condition state ultimately inspired maciej pirgs haskell solution,2020-01-30
def fizzbuzzn id val gt fizz n id valfizz buzz n id valbuzz fizzbuzzittostringn,2020-01-30
,2020-01-30
luminiferous ther course,2020-01-30
,2020-01-30
well turtle tortoise swimming standing,2020-01-30
world turtle theorised infinite feel empiricist little slow confirming one,2020-01-30
ive using soylent green turn phrase last couple year company rather software yeah work,2020-01-30
,2020-01-30
ever find youre talented person room need find another room,2020-01-30
today radical suggestion improving online experience youve accepted cooky mobile version page landed shouldnt accept go desktop version device,2020-01-30
thank mep,2020-01-30
blackhat hacker break computer steal data blackhat data scientist break country steal democracy,2020-01-29
beautiful,2020-01-29
,2020-01-29
dont seduced thinking make profit without value arthur miller,2020-01-29
cancel trip april realising dont need kind madness life,2020-01-29
thanks,2020-01-29
,2020-01-29
raise shield,2020-01-29
,2020-01-29
deletes mail,2020-01-29
inbox,2020-01-29
nice see bbc weather page finally location search result tweaked alphabetically ordered london canada first result searching london couk site ip address uk always struck unnecessarily unaware,2020-01-29
